Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2001-01-02 00:00:00-05:00,13.524434647573862,13.792624569763712,13.141306187302648,13.294557571411133,82413200,0.0,0.0
2001-01-03 00:00:00-05:00,13.237087893827955,14.98032233425971,13.217931471405628,14.692975997924805,135962200,0.0,0.0
2001-01-04 00:00:00-05:00,14.654663418185326,15.478389597246723,14.36731707665228,14.846227645874023,112397000,0.0,0.0
2001-01-05 00:00:00-05:00,14.865386312547832,15.286827677078827,14.578039927640337,15.056950569152832,93414600,0.0,0.0
2001-01-08 00:00:00-05:00,14.999475479125977,15.248508916199588,14.309844422614438,14.999475479125977,79817600,0.0,0.0
2001-01-09 00:00:00-05:00,15.325135344906796,16.1297049505144,15.248509668182262,15.880671501159668,114965400,0.0,0.0
2001-01-10 00:00:00-05:00,15.631640495137965,16.493679493031603,15.555014806436308,16.20633316040039,90230200,0.0,0.0
2001-01-11 00:00:00-05:00,16.244637922807172,17.087520079179242,16.033917383714154,16.857643127441406,101854800,0.0,0.0
2001-01-12 00:00:00-05:00,16.81933510414908,16.85764794037721,16.091391215814607,16.39789390563965,73712000,0.0,0.0
2001-01-16 00:00:00-05:00,16.359573713522604,16.397886532523827,15.669942971500573,16.11054039001465,68462400,0.0,0.0
2001-01-17 00:00:00-05:00,16.436207362583705,16.81933573933391,16.110548242346034,16.225486755371094,72844200,0.0,0.0
2001-01-18 00:00:00-05:00,16.45535695230639,17.221613387803774,16.129697967219997,17.010892868041992,109788800,0.0,0.0
2001-01-19 00:00:00-05:00,18.390165860535667,18.83076358427767,18.045350250650625,18.69666862487793,209348800,0.0,0.0
2001-01-22 00:00:00-05:00,18.62003090079262,18.69665654235967,18.083651409823286,18.428466796875,76673000,0.0,0.0
2001-01-23 00:00:00-05:00,18.313529590335055,18.67750141273711,18.064496238165226,18.562562942504883,70295200,0.0,0.0
2001-01-24 00:00:00-05:00,18.69666315285191,19.443763422279396,18.620037484192682,19.290512084960938,110455000,0.0,0.0
2001-01-25 00:00:00-05:00,19.23304018766984,19.61616847826087,18.86906831160836,18.945693969726562,85657400,0.0,0.0
2001-01-26 00:00:00-05:00,18.69666287302971,19.711952967569232,18.69666287302971,19.61617088317871,93080000,0.0,0.0
2001-01-29 00:00:00-05:00,19.482078153033587,19.807737276535626,19.462921734004055,19.769424438476562,84983800,0.0,0.0
2001-01-30 00:00:00-05:00,19.769419878897583,19.846045537342924,19.271353099002877,19.424604415893555,57276800,0.0,0.0
2001-01-31 00:00:00-05:00,19.30967123603626,19.5395482745605,18.696665799971615,18.715822219848633,81898800,0.0,0.0
2001-02-01 00:00:00-05:00,18.63919635000592,19.19473252076663,18.505101412236094,19.118106842041016,71792800,0.0,0.0
2001-02-02 00:00:00-05:00,19.156409927164297,19.424599666144598,18.620030449203696,18.63918685913086,71100000,0.0,0.0
2001-02-05 00:00:00-05:00,18.62004061640211,19.022325444534253,18.46678925330415,18.984012603759766,51399200,0.0,0.0
2001-02-06 00:00:00-05:00,19.022323905647575,19.55870363309786,18.907385392622515,19.175575256347656,96442000,0.0,0.0
2001-02-07 00:00:00-05:00,19.003165041421347,19.941829443668972,18.945695792304143,19.82689094543457,126061800,0.0,0.0
2001-02-08 00:00:00-05:00,19.539546047348576,19.769423059670324,19.003166351931164,19.079792022705078,88041200,0.0,0.0
2001-02-09 00:00:00-05:00,18.792447727275952,18.86907340608238,17.93040884070366,18.121973037719727,100575200,0.0,0.0
2001-02-12 00:00:00-05:00,18.026184993094585,18.21774912692131,17.52811824514511,18.007028579711914,71289400,0.0,0.0
2001-02-13 00:00:00-05:00,18.275220905799745,18.715818474807495,17.81546692074818,17.834623336791992,76070600,0.0,0.0
2001-02-14 00:00:00-05:00,17.662220417815053,18.083661685919097,17.27909199226592,17.89209747314453,61728400,0.0,0.0
2001-02-15 00:00:00-05:00,18.0836571461336,18.447629059032476,17.738841649703087,18.026187896728516,65627800,0.0,0.0
2001-02-16 00:00:00-05:00,17.470654669608777,17.853783061486162,17.20246479529461,17.566436767578125,66958400,0.0,0.0
2001-02-20 00:00:00-05:00,17.58558743112039,17.85377721765164,16.972582204763253,17.12583351135254,60730800,0.0,0.0
2001-02-21 00:00:00-05:00,16.934280870225695,17.796320054796006,16.91512444390191,17.24078369140625,63947200,0.0,0.0
2001-02-22 00:00:00-05:00,17.259925006335077,17.413176282750925,16.512825033807808,16.915109634399414,100816400,0.0,0.0
2001-02-23 00:00:00-05:00,16.68524206682449,17.623906660710137,16.646929226257726,17.39402961730957,92620600,0.0,0.0
2001-02-26 00:00:00-05:00,17.662216442704576,18.371003870448686,17.585590774840348,18.256065368652344,87936800,0.0,0.0
2001-02-27 00:00:00-05:00,18.1986026763916,18.754138968618292,17.983092907855383,18.1986026763916,99148600,0.0,0.0
2001-02-28 00:00:00-05:00,18.25606597682177,18.414106422056587,17.834624789528927,18.08365821838379,84608400,0.0,0.0
2001-03-01 00:00:00-05:00,17.94956515945551,18.23691145336355,17.240777634482345,18.193809509277344,81781600,0.0,0.0
2001-03-02 00:00:00-05:00,17.623903722458138,17.815467893354423,17.298244631934455,17.37487030029297,79800800,0.0,0.0
2001-03-05 00:00:00-05:00,17.547276618301673,17.968717759789268,17.336556047557877,17.604745864868164,49383600,0.0,0.0
2001-03-06 00:00:00-05:00,17.968715274622262,18.39015635782236,17.892089623131337,18.217748641967773,66781800,0.0,0.0
2001-03-07 00:00:00-05:00,18.351857555636908,18.734986105858972,18.179449708036977,18.60089111328125,59743600,0.0,0.0
2001-03-08 00:00:00-05:00,18.48594120283167,18.572145073725704,17.91124873020478,18.160282135009766,54626000,0.0,0.0
2001-03-09 00:00:00-05:00,17.757998642085536,17.83462431044405,16.819334204693746,17.37487030029297,103794400,0.0,0.0
2001-03-12 00:00:00-05:00,16.761865856845453,16.857647947456,15.82320136886211,15.918983459472656,114376000,0.0,0.0
2001-03-13 00:00:00-05:00,15.995608608065455,16.78102172534771,15.938139355581386,16.608613967895508,91035600,0.0,0.0
2001-03-14 00:00:00-05:00,16.0913970735338,16.93427977738557,15.995614948096097,16.551151275634766,90686200,0.0,0.0
2001-03-15 00:00:00-05:00,16.953429165485993,17.188095275403736,16.39789306853786,16.45536231994629,71638400,0.0,0.0
2001-03-16 00:00:00-05:00,16.0913927530505,16.895962390703023,16.08660364806447,16.723554611206055,112848800,0.0,0.0
2001-03-19 00:00:00-05:00,16.704392304766163,17.01089491586279,16.2829512145083,16.646923065185547,61036400,0.0,0.0
2001-03-20 00:00:00-05:00,16.72355151600685,17.20246192597268,16.129702607649218,16.14885902404785,91822800,0.0,0.0
2001-03-21 00:00:00-05:00,16.01476436429256,16.32126703155175,15.24850769614459,15.344289779663086,124988600,0.0,0.0
2001-03-22 00:00:00-05:00,15.497547895820052,16.570307700722307,15.478391470732511,16.551151275634766,126363200,0.0,0.0
2001-03-23 00:00:00-05:00,16.838494251314447,17.470656151534445,16.66608646034536,17.33656120300293,99519600,0.0,0.0
2001-03-26 00:00:00-05:00,17.508970653997483,17.62390919220753,17.03006007812228,17.183311462402344,63118600,0.0,0.0
2001-03-27 00:00:00-05:00,17.183311654774414,17.94956858475321,17.125842385026004,17.85378646850586,95135600,0.0,0.0
2001-03-28 00:00:00-05:00,17.58559016516292,17.757997911880203,16.972584843501465,17.030054092407227,78681600,0.0,0.0
2001-03-29 00:00:00-05:00,16.972585678100586,17.528121778173855,16.72355225392981,16.972585678100586,86985000,0.0,0.0
2001-03-30 00:00:00-05:00,17.087530552455355,17.22162552315848,16.512837820870534,16.761871337890625,91201600,0.0,0.0
2001-04-02 00:00:00-04:00,16.800180999055286,17.451499304605893,16.74271173680082,17.1066837310791,75924000,0.0,0.0
2001-04-03 00:00:00-04:00,16.95342995243832,16.95342995243832,16.168016813398804,16.359580993652344,94187600,0.0,0.0
2001-04-04 00:00:00-04:00,16.359581076281163,16.857647947456,15.650793605763129,15.918983459472656,104046600,0.0,0.0
2001-04-05 00:00:00-04:00,16.474521443707303,17.585593820143377,16.39789576257378,17.39402961730957,113364000,0.0,0.0
2001-04-06 00:00:00-04:00,17.27908790257404,17.528121320238636,16.876803150962008,17.22161865234375,92622000,0.0,0.0
2001-04-09 00:00:00-04:00,17.33885426546353,17.599381041990995,17.05993690960369,17.516626358032227,56295600,0.0,0.0
2001-04-10 00:00:00-04:00,17.76183043264317,18.417745976810064,17.709724369365883,18.29207992553711,109199400,0.0,0.0
2001-04-11 00:00:00-04:00,18.58938685419813,18.84991364831821,18.298209092454307,18.402420043945312,109879600,0.0,0.0
2001-04-12 00:00:00-04:00,18.255301410836864,19.09818384405175,18.19093495460613,19.058338165283203,87520000,0.0,0.0
