Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-01-02 00:00:00-05:00,2.8767805099487305,2.8767805099487305,2.8767805099487305,2.8767805099487305,0,0.0,0.0,0.0
2015-01-05 00:00:00-05:00,2.824005603790283,2.824005603790283,2.824005603790283,2.824005603790283,0,0.0,0.0,0.0
2015-01-06 00:00:00-05:00,2.7989325523376465,2.7989325523376465,2.7989325523376465,2.7989325523376465,0,0.0,0.0,0.0
2015-01-07 00:00:00-05:00,2.832971096038818,2.832971096038818,2.832971096038818,2.8329710960388184,0,0.0,0.0,0.0
2015-01-08 00:00:00-05:00,2.8830623626708984,2.8830623626708984,2.8830623626708984,2.8830623626708984,0,0.0,0.0,0.0
2015-01-09 00:00:00-05:00,2.858902931213379,2.858902931213379,2.858902931213379,2.858902931213379,0,0.0,0.0,0.0
2015-01-12 00:00:00-05:00,2.8356549739837646,2.8356549739837646,2.8356549739837646,2.8356549739837646,0,0.0,0.0,0.0
2015-01-13 00:00:00-05:00,2.828461170196533,2.828461170196533,2.828461170196533,2.828461170196533,0,0.0,0.0,0.0
2015-01-14 00:00:00-05:00,2.812354326248169,2.812354326248169,2.812354326248169,2.812354326248169,0,0.0,0.0,0.0
2015-01-15 00:00:00-05:00,2.786423444747925,2.786423444747925,2.786423444747925,2.786423444747925,0,0.0,0.0,0.0
2015-01-16 00:00:00-05:00,2.824005603790283,2.824005603790283,2.824005603790283,2.824005603790283,0,0.0,0.0,0.0
2015-01-20 00:00:00-05:00,2.828461170196533,2.828461170196533,2.828461170196533,2.828461170196533,0,0.0,0.0,0.0
2015-01-21 00:00:00-05:00,2.8418831825256348,2.8418831825256348,2.8418831825256348,2.8418831825256348,0,0.0,0.0,0.0
2015-01-22 00:00:00-05:00,2.885746717453003,2.885746717453003,2.885746717453003,2.885746717453003,0,0.0,0.0,0.0
2015-01-23 00:00:00-05:00,2.8696401119232178,2.8696401119232178,2.8696401119232178,2.8696401119232178,0,0.0,0.0,0.0
2015-01-26 00:00:00-05:00,2.8767805099487305,2.8767805099487305,2.8767805099487305,2.8767805099487305,0,0.0,0.0,0.0
2015-01-27 00:00:00-05:00,2.8383398056030273,2.8383398056030273,2.8383398056030273,2.8383398056030273,0,0.0,0.0,0.0
2015-01-28 00:00:00-05:00,2.800757884979248,2.800757884979248,2.800757884979248,2.800757884979248,0,0.0,0.0,0.0
2015-01-29 00:00:00-05:00,2.8276023864746094,2.8276023864746094,2.8276023864746094,2.8276023864746094,0,0.0,0.0,0.0
2015-01-30 00:00:00-05:00,2.790879011154175,2.790879011154175,2.790879011154175,2.790879011154175,0,0.0,0.0,0.0
2015-02-02 00:00:00-05:00,2.8266894817352295,2.8266894817352295,2.8266894817352295,2.8266894817352295,0,0.0,0.0,0.0
2015-02-03 00:00:00-05:00,2.867868423461914,2.867868423461914,2.867868423461914,2.867868423461914,0,0.0,0.0,0.0
2015-02-04 00:00:00-05:00,2.857130765914917,2.857130765914917,2.857130765914917,2.857130765914917,0,0.0,0.0,0.0
2015-02-05 00:00:00-05:00,2.8866593837738033,2.8866593837738033,2.8866593837738033,2.8866593837738037,0,0.0,0.0,0.0
2015-02-06 00:00:00-05:00,2.8776941299438477,2.8776941299438477,2.8776941299438477,2.8776941299438477,0,0.0,0.0,0.0
2015-02-09 00:00:00-05:00,2.8651838302612305,2.8651838302612305,2.8651838302612305,2.8651838302612305,0,0.0,0.0,0.0
2015-02-10 00:00:00-05:00,2.896484136581421,2.896484136581421,2.896484136581421,2.896484136581421,0,0.0,0.0,0.0
2015-02-11 00:00:00-05:00,2.897397041320801,2.897397041320801,2.897397041320801,2.897397041320801,0,0.0,0.0,0.0
2015-02-12 00:00:00-05:00,2.9260125160217285,2.9260125160217285,2.9260125160217285,2.9260125160217285,0,0.0,0.0,0.0
2015-02-13 00:00:00-05:00,2.9376633167266846,2.9376633167266846,2.9376633167266846,2.9376633167266846,0,0.0,0.0,0.0
2015-02-17 00:00:00-05:00,2.943031787872315,2.943031787872315,2.943031787872315,2.9430317878723145,0,0.0,0.0,0.0
2015-02-18 00:00:00-05:00,2.9421191215515137,2.9421191215515137,2.9421191215515137,2.9421191215515137,0,0.0,0.0,0.0
2015-02-19 00:00:00-05:00,2.93943452835083,2.93943452835083,2.93943452835083,2.93943452835083,0,0.0,0.0,0.0
2015-02-20 00:00:00-05:00,2.957313060760498,2.957313060760498,2.957313060760498,2.957313060760498,0,0.0,0.0,0.0
2015-02-23 00:00:00-05:00,2.956453800201416,2.956453800201416,2.956453800201416,2.956453800201416,0,0.0,0.0,0.0
2015-02-24 00:00:00-05:00,2.9653663635253906,2.9653663635253906,2.9653663635253906,2.9653663635253906,0,0.0,0.0,0.0
2015-02-25 00:00:00-05:00,2.963594913482666,2.963594913482666,2.963594913482666,2.963594913482666,0,0.0,0.0,0.0
2015-02-26 00:00:00-05:00,2.9591383934020996,2.9591383934020996,2.9591383934020996,2.9591383934020996,0,0.0,0.0,0.0
2015-02-27 00:00:00-05:00,2.9510853290557866,2.9510853290557866,2.9510853290557866,2.951085329055786,0,0.0,0.0,0.0
2015-03-02 00:00:00-05:00,2.968963623046875,2.968963623046875,2.968963623046875,2.968963623046875,0,0.0,0.0,0.0
2015-03-03 00:00:00-05:00,2.9555413722991943,2.9555413722991943,2.9555413722991943,2.9555413722991943,0,0.0,0.0,0.0
2015-03-04 00:00:00-05:00,2.943031787872315,2.943031787872315,2.943031787872315,2.9430317878723145,0,0.0,0.0,0.0
2015-03-05 00:00:00-05:00,2.94657564163208,2.94657564163208,2.94657564163208,2.94657564163208,0,0.0,0.0,0.0
2015-03-06 00:00:00-05:00,2.9054505825042725,2.9054505825042725,2.9054505825042725,2.9054505825042725,0,0.0,0.0,0.0
2015-03-09 00:00:00-04:00,2.9170467853546147,2.9170467853546147,2.9170467853546147,2.9170467853546143,0,0.0,0.0,0.0
2015-03-10 00:00:00-04:00,2.867868423461914,2.867868423461914,2.867868423461914,2.867868423461914,0,0.0,0.0,0.0
2015-03-11 00:00:00-04:00,2.8624992370605473,2.8624992370605473,2.8624992370605473,2.862499237060547,0,0.0,0.0,0.0
2015-03-12 00:00:00-04:00,2.8991687297821045,2.8991687297821045,2.8991687297821045,2.8991687297821045,0,0.0,0.0,0.0
2015-03-13 00:00:00-04:00,2.8821496963500977,2.8821496963500977,2.8821496963500977,2.8821496963500977,0,0.0,0.0,0.0
2015-03-16 00:00:00-04:00,2.920643806457519,2.920643806457519,2.920643806457519,2.9206438064575195,0,0.0,0.0,0.0
2015-03-17 00:00:00-04:00,2.911677837371826,2.911677837371826,2.911677837371826,2.911677837371826,0,0.0,0.0,0.0
2015-03-18 00:00:00-04:00,2.94657564163208,2.94657564163208,2.94657564163208,2.94657564163208,0,0.0,0.0,0.0
2015-03-19 00:00:00-04:00,2.932294368743897,2.932294368743897,2.932294368743897,2.9322943687438965,0,0.0,0.0,0.0
2015-03-20 00:00:00-04:00,2.9591383934020996,2.9591383934020996,2.9591383934020996,2.9591383934020996,0,0.0,0.0,0.0
2015-03-23 00:00:00-04:00,2.95376968383789,2.95376968383789,2.95376968383789,2.9537696838378906,0,0.0,0.0,0.0
2015-03-24 00:00:00-04:00,2.935838222503662,2.935838222503662,2.935838222503662,2.935838222503662,0,0.0,0.0,0.0
2015-03-25 00:00:00-04:00,2.8928873538970947,2.8928873538970947,2.8928873538970947,2.8928873538970947,0,0.0,0.0,0.0
2015-03-26 00:00:00-04:00,2.8866593837738033,2.8866593837738033,2.8866593837738033,2.8866593837738037,0,0.0,0.0,0.0
2015-03-27 00:00:00-04:00,2.893799781799317,2.893799781799317,2.893799781799317,2.8937997817993164,0,0.0,0.0,0.0
2015-03-30 00:00:00-04:00,2.9296095371246342,2.9296095371246342,2.9296095371246342,2.929609537124634,0,0.0,0.0,0.0
2015-03-31 00:00:00-04:00,2.903625011444092,2.903625011444092,2.903625011444092,2.903625011444092,0,0.0,0.0,0.0
2015-04-01 00:00:00-04:00,2.8928873538970947,2.8928873538970947,2.8928873538970947,2.8928873538970947,0,0.0,0.0,0.0
2015-04-02 00:00:00-04:00,2.9027655124664307,2.9027655124664307,2.9027655124664307,2.9027655124664307,0,0.0,0.0,0.0
2015-04-06 00:00:00-04:00,2.9224154949188232,2.9224154949188232,2.9224154949188232,2.9224154949188232,0,0.0,0.0,0.0
2015-04-07 00:00:00-04:00,2.9161877632141113,2.9161877632141113,2.9161877632141113,2.9161877632141113,0,0.0,0.0,0.0
2015-04-08 00:00:00-04:00,2.925100326538086,2.925100326538086,2.925100326538086,2.925100326538086,0,0.0,0.0,0.0
2015-04-09 00:00:00-04:00,2.9385223388671875,2.9385223388671875,2.9385223388671875,2.9385223388671875,0,0.0,0.0,0.0
2015-04-10 00:00:00-04:00,2.95376968383789,2.95376968383789,2.95376968383789,2.9537696838378906,0,0.0,0.0,0.0
2015-04-13 00:00:00-04:00,2.940347194671631,2.940347194671631,2.940347194671631,2.940347194671631,0,0.0,0.0,0.0
2015-04-14 00:00:00-04:00,2.9448039531707764,2.9448039531707764,2.9448039531707764,2.9448039531707764,0,0.0,0.0,0.0
2015-04-15 00:00:00-04:00,2.959997653961181,2.959997653961181,2.959997653961181,2.9599976539611816,0,0.0,0.0,0.0
2015-04-16 00:00:00-04:00,2.958225965499878,2.958225965499878,2.958225965499878,2.958225965499878,0,0.0,0.0,0.0
2015-04-17 00:00:00-04:00,2.9242413043975826,2.9242413043975826,2.9242413043975826,2.924241304397583,0,0.0,0.0,0.0
2015-04-20 00:00:00-04:00,2.9510853290557866,2.9510853290557866,2.9510853290557866,2.951085329055786,0,0.0,0.0,0.0
2015-04-21 00:00:00-04:00,2.9474875926971436,2.9474875926971436,2.9474875926971436,2.9474875926971436,0,0.0,0.0,0.0
2015-04-22 00:00:00-04:00,2.961822509765625,2.961822509765625,2.961822509765625,2.961822509765625,0,0.0,0.0,0.0
2015-04-23 00:00:00-04:00,2.968963623046875,2.968963623046875,2.968963623046875,2.968963623046875,0,0.0,0.0,0.0
2015-04-24 00:00:00-04:00,2.9761040210723877,2.9761040210723877,2.9761040210723877,2.9761040210723877,0,0.0,0.0,0.0
2015-04-27 00:00:00-04:00,2.963594913482666,2.963594913482666,2.963594913482666,2.963594913482666,0,0.0,0.0,0.0
2015-04-28 00:00:00-04:00,2.9725606441497803,2.9725606441497803,2.9725606441497803,2.9725606441497803,0,0.0,0.0,0.0
2015-04-29 00:00:00-04:00,2.960909843444824,2.960909843444824,2.960909843444824,2.960909843444824,0,0.0,0.0,0.0
2015-04-30 00:00:00-04:00,2.931381940841675,2.931381940841675,2.931381940841675,2.931381940841675,0,0.0,0.0,0.0
2015-05-01 00:00:00-04:00,2.963594913482666,2.963594913482666,2.963594913482666,2.963594913482666,0,0.0,0.0,0.0
2015-05-04 00:00:00-04:00,2.9725606441497803,2.9725606441497803,2.9725606441497803,2.9725606441497803,0,0.0,0.0,0.0
2015-05-05 00:00:00-04:00,2.9376633167266846,2.9376633167266846,2.9376633167266846,2.9376633167266846,0,0.0,0.0,0.0
2015-05-06 00:00:00-04:00,2.925100326538086,2.925100326538086,2.925100326538086,2.925100326538086,0,0.0,0.0,0.0
2015-05-07 00:00:00-04:00,2.9367501735687256,2.9367501735687256,2.9367501735687256,2.9367501735687256,0,0.0,0.0,0.0
2015-05-08 00:00:00-04:00,2.9761040210723877,2.9761040210723877,2.9761040210723877,2.9761040210723877,0,0.0,0.0,0.0
2015-05-11 00:00:00-04:00,2.961822509765625,2.961822509765625,2.961822509765625,2.961822509765625,0,0.0,0.0,0.0
2015-05-12 00:00:00-04:00,2.95376968383789,2.95376968383789,2.95376968383789,2.9537696838378906,0,0.0,0.0,0.0
2015-05-13 00:00:00-04:00,2.9528567790985103,2.9528567790985103,2.9528567790985103,2.9528567790985107,0,0.0,0.0,0.0
2015-05-14 00:00:00-04:00,2.985069751739502,2.985069751739502,2.985069751739502,2.985069751739502,0,0.0,0.0,0.0
2015-05-15 00:00:00-04:00,2.9877548217773438,2.9877548217773438,2.9877548217773438,2.9877548217773438,0,0.0,0.0,0.0
2015-05-18 00:00:00-04:00,2.9975790977478027,2.9975790977478027,2.9975790977478027,2.9975790977478027,0,0.0,0.0,0.0
2015-05-19 00:00:00-04:00,2.995807647705078,2.995807647705078,2.995807647705078,2.995807647705078,0,0.0,0.0,0.0
2015-05-20 00:00:00-04:00,2.9931228160858154,2.9931228160858154,2.9931228160858154,2.9931228160858154,0,0.0,0.0,0.0
2015-05-21 00:00:00-04:00,3.001176357269287,3.001176357269287,3.001176357269287,3.001176357269287,0,0.0,0.0,0.0
2015-05-22 00:00:00-04:00,2.9940361976623535,2.9940361976623535,2.9940361976623535,2.9940361976623535,0,0.0,0.0,0.0
2015-05-26 00:00:00-04:00,2.963594913482666,2.963594913482666,2.963594913482666,2.963594913482666,0,0.0,0.0,0.0
2015-05-27 00:00:00-04:00,2.9913518428802495,2.9913518428802495,2.9913518428802495,2.991351842880249,0,0.0,0.0,0.0
2015-05-28 00:00:00-04:00,2.9877548217773438,2.9877548217773438,2.9877548217773438,2.9877548217773438,0,0.0,0.0,0.0
2015-05-29 00:00:00-04:00,2.968963623046875,2.968963623046875,2.968963623046875,2.968963623046875,0,0.0,0.0,0.0
2015-06-01 00:00:00-04:00,2.975244760513305,2.975244760513305,2.975244760513305,2.9752447605133057,0,0.0,0.0,0.0
2015-06-02 00:00:00-04:00,2.9725606441497803,2.9725606441497803,2.9725606441497803,2.9725606441497803,0,0.0,0.0,0.0
2015-06-03 00:00:00-04:00,2.979700803756714,2.979700803756714,2.979700803756714,2.979700803756714,0,0.0,0.0,0.0
2015-06-04 00:00:00-04:00,2.95376968383789,2.95376968383789,2.95376968383789,2.9537696838378906,0,0.0,0.0,0.0
2015-06-05 00:00:00-04:00,2.9492599964141846,2.9492599964141846,2.9492599964141846,2.9492599964141846,0,0.0,0.0,0.0
2015-06-08 00:00:00-04:00,2.931381940841675,2.931381940841675,2.931381940841675,2.931381940841675,0,0.0,0.0,0.0
2015-06-09 00:00:00-04:00,2.932294368743897,2.932294368743897,2.932294368743897,2.9322943687438965,0,0.0,0.0,0.0
2015-06-10 00:00:00-04:00,2.968050956726074,2.968050956726074,2.968050956726074,2.968050956726074,0,0.0,0.0,0.0
2015-06-11 00:00:00-04:00,2.973419427871704,2.973419427871704,2.973419427871704,2.973419427871704,0,0.0,0.0,0.0
2015-06-12 00:00:00-04:00,2.9528567790985103,2.9528567790985103,2.9528567790985103,2.9528567790985107,0,0.0,0.0,0.0
2015-06-15 00:00:00-04:00,2.93943452835083,2.93943452835083,2.93943452835083,2.93943452835083,0,0.0,0.0,0.0
2015-06-16 00:00:00-04:00,2.956453800201416,2.956453800201416,2.956453800201416,2.956453800201416,0,0.0,0.0,0.0
2015-06-17 00:00:00-04:00,2.961822509765625,2.961822509765625,2.961822509765625,2.961822509765625,0,0.0,0.0,0.0
2015-06-18 00:00:00-04:00,2.992210149765015,2.992210149765015,2.992210149765015,2.9922101497650146,0,0.0,0.0,0.0
2015-06-19 00:00:00-04:00,2.9761040210723877,2.9761040210723877,2.9761040210723877,2.9761040210723877,0,0.0,0.0,0.0
2015-06-22 00:00:00-04:00,2.9940361976623535,2.9940361976623535,2.9940361976623535,2.9940361976623535,0,0.0,0.0,0.0
2015-06-23 00:00:00-04:00,2.996720552444458,2.996720552444458,2.996720552444458,2.996720552444458,0,0.0,0.0,0.0
2015-06-24 00:00:00-04:00,2.974332571029663,2.974332571029663,2.974332571029663,2.974332571029663,0,0.0,0.0,0.0
2015-06-25 00:00:00-04:00,2.9653663635253906,2.9653663635253906,2.9653663635253906,2.9653663635253906,0,0.0,0.0,0.0
2015-06-26 00:00:00-04:00,2.9653663635253906,2.9653663635253906,2.9653663635253906,2.9653663635253906,0,0.0,0.0,0.0
2015-06-29 00:00:00-04:00,2.903625011444092,2.903625011444092,2.903625011444092,2.903625011444092,0,0.0,0.0,0.0
2015-06-30 00:00:00-04:00,2.911677837371826,2.911677837371826,2.911677837371826,2.911677837371826,0,0.0,0.0,0.0
2015-07-01 00:00:00-04:00,2.932294368743897,2.932294368743897,2.932294368743897,2.9322943687438965,0,0.0,0.0,0.0
2015-07-02 00:00:00-04:00,2.931381940841675,2.931381940841675,2.931381940841675,2.931381940841675,0,0.0,0.0,0.0
2015-07-06 00:00:00-04:00,2.9197311401367183,2.9197311401367183,2.9197311401367183,2.9197311401367188,0,0.0,0.0,0.0
2015-07-07 00:00:00-04:00,2.9376633167266846,2.9376633167266846,2.9376633167266846,2.9376633167266846,0,0.0,0.0,0.0
2015-07-08 00:00:00-04:00,2.890202045440674,2.890202045440674,2.890202045440674,2.890202045440674,0,0.0,0.0,0.0
2015-07-09 00:00:00-04:00,2.896484136581421,2.896484136581421,2.896484136581421,2.896484136581421,0,0.0,0.0,0.0
2015-07-10 00:00:00-04:00,2.932294368743897,2.932294368743897,2.932294368743897,2.9322943687438965,0,0.0,0.0,0.0
2015-07-13 00:00:00-04:00,2.964507579803467,2.964507579803467,2.964507579803467,2.964507579803467,0,0.0,0.0,0.0
2015-07-14 00:00:00-04:00,2.977929592132569,2.977929592132569,2.977929592132569,2.9779295921325684,0,0.0,0.0,0.0
2015-07-15 00:00:00-04:00,2.9761040210723877,2.9761040210723877,2.9761040210723877,2.9761040210723877,0,0.0,0.0,0.0
2015-07-16 00:00:00-04:00,2.9994044303894047,2.9994044303894047,2.9994044303894047,2.9994044303894043,0,0.0,0.0,0.0
2015-07-17 00:00:00-04:00,3.0029480457305913,3.0029480457305913,3.0029480457305913,3.002948045730591,0,0.0,0.0,0.0
2015-07-20 00:00:00-04:00,3.005632162094116,3.005632162094116,3.005632162094116,3.005632162094116,0,0.0,0.0,0.0
2015-07-21 00:00:00-04:00,2.992210149765015,2.992210149765015,2.992210149765015,2.9922101497650146,0,0.0,0.0,0.0
2015-07-22 00:00:00-04:00,2.985982418060303,2.985982418060303,2.985982418060303,2.9859824180603027,0,0.0,0.0,0.0
2015-07-23 00:00:00-04:00,2.968963623046875,2.968963623046875,2.968963623046875,2.968963623046875,0,0.0,0.0,0.0
2015-07-24 00:00:00-04:00,2.9376633167266846,2.9376633167266846,2.9376633167266846,2.9376633167266846,0,0.0,0.0,0.0
2015-07-27 00:00:00-04:00,2.920643806457519,2.920643806457519,2.920643806457519,2.9206438064575195,0,0.0,0.0,0.0
2015-07-28 00:00:00-04:00,2.956453800201416,2.956453800201416,2.956453800201416,2.956453800201416,0,0.0,0.0,0.0
2015-07-29 00:00:00-04:00,2.9787888526916504,2.9787888526916504,2.9787888526916504,2.9787888526916504,0,0.0,0.0,0.0
2015-07-30 00:00:00-04:00,2.9787888526916504,2.9787888526916504,2.9787888526916504,2.9787888526916504,0,0.0,0.0,0.0
