Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-01-02 00:00:00-05:00,172.36148700234435,172.779069817841,170.52411241926623,171.5680694580078,121465900,0.0,0.0,0.0
2015-01-05 00:00:00-05:00,170.51572675872453,170.6827572983968,168.16056683903503,168.46957397460938,169632600,0.0,0.0,0.0
2015-01-06 00:00:00-05:00,168.77859855626696,169.30475691705445,166.08101746806065,166.88278198242188,209151400,0.0,0.0,0.0
2015-01-07 00:00:00-05:00,168.21898370810877,169.3047010855894,167.76800007873612,168.9622802734375,125346700,0.0,0.0,0.0
2015-01-08 00:00:00-05:00,170.38212412311532,172.17773775295322,170.36542998704235,171.96058654785156,147217800,0.0,0.0,0.0
2015-01-09 00:00:00-05:00,172.37813532196276,172.39484219835452,169.96450779967196,170.58253479003906,158567300,0.0,0.0,0.0
2015-01-12 00:00:00-05:00,170.71616084255797,170.87484430602098,168.63659442871202,169.2462615966797,144396100,0.0,0.0,0.0
2015-01-13 00:00:00-05:00,170.4739496269329,171.609775029087,167.45900216013055,168.7702178955078,214553300,0.0,0.0,0.0
2015-01-14 00:00:00-05:00,166.74071107730603,167.95171069595125,165.83874396226128,167.7512664794922,192991100,0.0,0.0,0.0
2015-01-15 00:00:00-05:00,168.39442790304255,168.71178213503651,166.0977227226677,166.2146453857422,176613900,0.0,0.0,0.0
2015-01-16 00:00:00-05:00,166.0058656326372,168.55312319618392,165.8221281858492,168.39443969726562,211879600,0.0,0.0,0.0
2015-01-20 00:00:00-05:00,169.0375085369911,169.3047676399098,167.17509285913232,168.75355529785156,130991100,0.0,0.0,0.0
2015-01-21 00:00:00-05:00,168.28582958319117,170.08978992155744,167.8181389940472,169.6053924560547,122942700,0.0,0.0,0.0
2015-01-22 00:00:00-05:00,170.36545490113295,172.26127185549714,168.97907678741558,172.12765502929688,174356000,0.0,0.0,0.0
2015-01-23 00:00:00-05:00,171.86869747093579,172.12760947278807,171.05023887375302,171.18386840820312,117516800,0.0,0.0,0.0
2015-01-26 00:00:00-05:00,170.96670260031274,171.67658549414938,170.24845989715277,171.584716796875,92009700,0.0,0.0,0.0
2015-01-27 00:00:00-05:00,169.5135414046648,170.4739766257044,168.4862914148447,169.3214569091797,134044600,0.0,0.0,0.0
2015-01-28 00:00:00-05:00,170.51570926281084,170.61592502760882,166.95790943275094,167.14999389648438,168514300,0.0,0.0,0.0
2015-01-29 00:00:00-05:00,167.35046665592657,168.95398288370308,165.93067511368247,168.69508361816406,173585400,0.0,0.0,0.0
2015-01-30 00:00:00-05:00,167.50913969311802,168.84539676112405,166.30649941138321,166.57374572753906,197729700,0.0,0.0,0.0
2015-02-02 00:00:00-05:00,167.07482633623158,168.7284501166795,165.24581222979737,168.63658142089844,163107000,0.0,0.0,0.0
2015-02-03 00:00:00-05:00,169.53861574682628,171.08367719467464,169.16279377788402,171.0753173828125,124212900,0.0,0.0,0.0
2015-02-04 00:00:00-05:00,170.30698173500133,171.52632921923166,169.96456075215934,170.4239044189453,134306700,0.0,0.0,0.0
2015-02-05 00:00:00-05:00,171.09201363058602,172.2946540513569,171.01685179019157,172.14431762695312,97953200,0.0,0.0,0.0
2015-02-06 00:00:00-05:00,172.51177117332912,173.0796902989641,171.1421003620619,171.6682586669922,125672000,0.0,0.0,0.0
2015-02-09 00:00:00-05:00,171.01682499169112,171.74341482221,170.49066670414967,170.89990234375,87219000,0.0,0.0,0.0
2015-02-10 00:00:00-05:00,171.94386803929473,172.97946504809966,170.941659297903,172.72056579589844,96164200,0.0,0.0,0.0
2015-02-11 00:00:00-05:00,172.5535544324916,173.2550904345492,171.90212632435026,172.82080078125,91087800,0.0,0.0,0.0
2015-02-12 00:00:00-05:00,173.62256857458416,174.54125579234753,172.85421778500717,174.4827880859375,97545900,0.0,0.0,0.0
2015-02-13 00:00:00-05:00,174.60802849843088,175.25109665231582,174.34911653135703,175.20098876953125,93670400,0.0,0.0,0.0
2015-02-17 00:00:00-05:00,174.8836352163465,175.65199862312664,174.63309578328025,175.4766082763672,76968200,0.0,0.0,0.0
2015-02-18 00:00:00-05:00,175.10077265242757,175.56846321562753,174.83351361996355,175.49330139160156,80652900,0.0,0.0,0.0
2015-02-19 00:00:00-05:00,174.89198908313674,175.7355015475584,174.7500124946863,175.36802673339844,91462500,0.0,0.0,0.0
2015-02-20 00:00:00-05:00,174.95044981587836,176.49551095094324,174.32407574657307,176.42034912109375,140896400,0.0,0.0,0.0
2015-02-23 00:00:00-05:00,176.16978071827234,176.39527893066406,175.78559905062764,176.39527893066406,74411100,0.0,0.0,0.0
2015-02-24 00:00:00-05:00,176.3200962017036,177.09680656682445,176.0194361803038,176.8963623046875,72472300,0.0,0.0,0.0
2015-02-25 00:00:00-05:00,176.77111717571992,177.25551465217077,176.40364234919772,176.74606323242188,73061700,0.0,0.0,0.0
2015-02-26 00:00:00-05:00,176.6541998751489,176.81288334991714,175.9275972666635,176.5372772216797,72697900,0.0,0.0,0.0
2015-02-27 00:00:00-05:00,176.4370504921372,176.70430955627208,175.88585097368278,175.9359588623047,108076000,0.0,0.0,0.0
2015-03-02 00:00:00-05:00,176.0361969876046,177.10520789262947,175.98608909262143,177.0467529296875,87491400,0.0,0.0,0.0
2015-03-03 00:00:00-05:00,176.61236598512892,177.0967632758414,175.45148699753443,176.32005310058594,110325800,0.0,0.0,0.0
2015-03-04 00:00:00-05:00,175.71881987052947,175.79399445228825,174.59970113499938,175.57684326171875,114497200,0.0,0.0,0.0
2015-03-05 00:00:00-05:00,175.90256822202744,176.05290465126174,175.25949990872573,175.76895141601562,76873000,0.0,0.0,0.0
2015-03-06 00:00:00-05:00,174.9003299431404,175.33461950297456,172.96275291488652,173.29681396484375,188128000,0.0,0.0,0.0
2015-03-09 00:00:00-04:00,173.49730760333375,174.37422129486842,173.33862409919217,174.01510620117188,89818900,0.0,0.0,0.0
2015-03-10 00:00:00-04:00,172.63699885819975,172.7205077294988,171.15039312320994,171.19215393066406,157121300,0.0,0.0,0.0
2015-03-11 00:00:00-04:00,171.451126481543,171.62651685047848,170.7078296677016,170.79135131835938,110145700,0.0,0.0,0.0
2015-03-12 00:00:00-04:00,171.42600908287827,173.0295247817826,171.37590120847656,172.9627227783203,93993500,0.0,0.0,0.0
2015-03-13 00:00:00-04:00,172.6871877986472,173.65597017089337,170.85817316855469,171.90213012695312,162410900,0.0,0.0,0.0
2015-03-16 00:00:00-04:00,172.63709685391507,174.29072127016624,171.92720095505723,174.1988525390625,136099200,0.0,0.0,0.0
2015-03-17 00:00:00-04:00,173.45553201076544,174.06519928313017,172.86255887369887,173.6810302734375,94510400,0.0,0.0,0.0
2015-03-18 00:00:00-04:00,173.2049869999589,176.44543348853176,172.5619059430419,175.76895141601562,228808500,0.0,0.0,0.0
2015-03-19 00:00:00-04:00,175.35129892612588,175.777228609681,174.57458862833687,174.9671173095703,117917300,0.0,0.0,0.0
